# Created by myprog v1.0.0
# Phase	X	Y
0.00000000e+00	0.00000000e+00	1.00000000e+00
6.34665183e-02	1.26592454e-01	9.97986676e-01
1.26933037e-01	2.51147987e-01	9.91954813e-01
1.90399555e-01	3.71662456e-01	9.81928697e-01
2.53866073e-01	4.86196736e-01	9.67948701e-01
3.17332591e-01	5.92907929e-01	9.50071118e-01
3.80799110e-01	6.90079011e-01	9.28367933e-01
4.44265628e-01	7.76146464e-01	9.02926538e-01
5.07732146e-01	8.49725430e-01	8.73849377e-01
5.71198664e-01	9.09631995e-01	8.41253533e-01
6.34665183e-01	9.54902241e-01	8.05270258e-01
6.98131701e-01	9.84807753e-01	7.66044443e-01
7.61598219e-01	9.98867339e-01	7.23734038e-01
8.25064737e-01	9.96854776e-01	6.78509412e-01
8.88531256e-01	9.78802446e-01	6.30552667e-01
9.51997774e-01	9.45000819e-01	5.80056910e-01
1.01546429e+00	8.95993774e-01	5.27225468e-01
1.07893081e+00	8.32569855e-01	4.72271075e-01
1.14239733e+00	7.55749574e-01	4.15415013e-01
1.20586385e+00	6.66769001e-01	3.56886222e-01
1.26933037e+00	5.67059864e-01	2.96920375e-01
1.33279688e+00	4.58226522e-01	2.35758936e-01
1.39626340e+00	3.42020143e-01	1.73648178e-01
1.45972992e+00	2.20310533e-01	1.10838200e-01
1.52319644e+00	9.50560433e-02	4.75819158e-02
1.58666296e+00	-3.17279335e-02	-1.58659638e-02
1.65012947e+00	-1.58001396e-01	-7.92499569e-02
1.71359599e+00	-2.81732557e-01	-1.42314838e-01
1.77706251e+00	-4.00930535e-01	-2.04806668e-01
1.84052903e+00	-5.13677392e-01	-2.66473814e-01
1.90399555e+00	-6.18158986e-01	-3.27067963e-01
1.96746207e+00	-7.12694171e-01	-3.86345126e-01
2.03092858e+00	-7.95761841e-01	-4.44066613e-01
2.09439510e+00	-8.66025404e-01	-5.00000000e-01
2.15786162e+00	-9.22354294e-01	-5.53920064e-01
2.22132814e+00	-9.63842159e-01	-6.05609687e-01
2.28479466e+00	-9.89821442e-01	-6.54860734e-01
2.34826118e+00	-9.99874128e-01	-7.01474888e-01
2.41172769e+00	-9.93838464e-01	-7.45264450e-01
2.47519421e+00	-9.71811568e-01	-7.86053095e-01
2.53866073e+00	-9.34147860e-01	-8.23676581e-01
2.60212725e+00	-8.81453363e-01	-8.57983413e-01
2.66559377e+00	-8.14575952e-01	-8.88835449e-01
2.72906028e+00	-7.34591709e-01	-9.16108457e-01
2.79252680e+00	-6.42787610e-01	-9.39692621e-01
2.85599332e+00	-5.40640817e-01	-9.59492974e-01
2.91945984e+00	-4.29794912e-01	-9.75429787e-01
2.98292636e+00	-3.12033446e-01	-9.87438889e-01
3.04639288e+00	-1.89251244e-01	-9.95471923e-01
3.10985939e+00	-6.34239197e-02	-9.99496542e-01
3.17332591e+00	6.34239197e-02	-9.99496542e-01
3.23679243e+00	1.89251244e-01	-9.95471923e-01
3.30025895e+00	3.12033446e-01	-9.87438889e-01
3.36372547e+00	4.29794912e-01	-9.75429787e-01
3.42719199e+00	5.40640817e-01	-9.59492974e-01
3.49065850e+00	6.42787610e-01	-9.39692621e-01
3.55412502e+00	7.34591709e-01	-9.16108457e-01
3.61759154e+00	8.14575952e-01	-8.88835449e-01
3.68105806e+00	8.81453363e-01	-8.57983413e-01
3.74452458e+00	9.34147860e-01	-8.23676581e-01
3.80799110e+00	9.71811568e-01	-7.86053095e-01
3.87145761e+00	9.93838464e-01	-7.45264450e-01
3.93492413e+00	9.99874128e-01	-7.01474888e-01
3.99839065e+00	9.89821442e-01	-6.54860734e-01
4.06185717e+00	9.63842159e-01	-6.05609687e-01
4.12532369e+00	9.22354294e-01	-5.53920064e-01
4.18879020e+00	8.66025404e-01	-5.00000000e-01
4.25225672e+00	7.95761841e-01	-4.44066613e-01
4.31572324e+00	7.12694171e-01	-3.86345126e-01
4.37918976e+00	6.18158986e-01	-3.27067963e-01
4.44265628e+00	5.13677392e-01	-2.66473814e-01
4.50612280e+00	4.00930535e-01	-2.04806668e-01
4.56958931e+00	2.81732557e-01	-1.42314838e-01
4.63305583e+00	1.58001396e-01	-7.92499569e-02
4.69652235e+00	3.17279335e-02	-1.58659638e-02
4.75998887e+00	-9.50560433e-02	4.75819158e-02
4.82345539e+00	-2.20310533e-01	1.10838200e-01
4.88692191e+00	-3.42020143e-01	1.73648178e-01
4.95038842e+00	-4.58226522e-01	2.35758936e-01
5.01385494e+00	-5.67059864e-01	2.96920375e-01
5.07732146e+00	-6.66769001e-01	3.56886222e-01
5.14078798e+00	-7.55749574e-01	4.15415013e-01
5.20425450e+00	-8.32569855e-01	4.72271075e-01
5.26772102e+00	-8.95993774e-01	5.27225468e-01
5.33118753e+00	-9.45000819e-01	5.80056910e-01
5.39465405e+00	-9.78802446e-01	6.30552667e-01
5.45812057e+00	-9.96854776e-01	6.78509412e-01
5.52158709e+00	-9.98867339e-01	7.23734038e-01
5.58505361e+00	-9.84807753e-01	7.66044443e-01
5.64852012e+00	-9.54902241e-01	8.05270258e-01
5.71198664e+00	-9.09631995e-01	8.41253533e-01
5.77545316e+00	-8.49725430e-01	8.73849377e-01
5.83891968e+00	-7.76146464e-01	9.02926538e-01
5.90238620e+00	-6.90079011e-01	9.28367933e-01
5.96585272e+00	-5.92907929e-01	9.50071118e-01
6.02931923e+00	-4.86196736e-01	9.67948701e-01
6.09278575e+00	-3.71662456e-01	9.81928697e-01
6.15625227e+00	-2.51147987e-01	9.91954813e-01
6.21971879e+00	-1.26592454e-01	9.97986676e-01
6.28318531e+00	1.28649812e-15	1.00000000e+00
